loc,ev(g),l,d,i,lOComment,lOBlank,locCodeAndComment
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
8.0,1.0,0.19,5.33,8.43,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
23.0,1.0,0.08,12.18,24.79,0,5,0
2.0,1.0,0.67,1.5,5.33,0,0,0
6.0,1.0,0.33,3.0,9.51,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
5.0,1.0,0.25,4.0,7.11,0,0,0
6.0,1.0,0.33,3.0,9.51,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.4,2.5,9.6,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.17,6.0,8.96,0,0,0
3.0,1.0,0.17,6.0,9.56,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.14,7.0,3.86,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
13.0,3.0,0.21,4.8,16.19,0,1,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.14,7.0,3.86,0,0,0
3.0,3.0,0.22,4.5,11.85,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
13.0,1.0,0.14,7.0,11.72,0,4,0
2.0,1.0,0.67,1.5,7.74,0,0,0
3.0,1.0,0.5,2.0,11.63,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.33,3.0,8.0,0,0,0
3.0,1.0,0.25,4.0,11.09,0,0,0
28.0,3.0,0.07,13.75,45.74,0,4,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.5,2.0,9.05,0,0,0
7.0,1.0,0.27,3.75,14.17,1,0,0
9.0,1.0,0.15,6.67,8.82,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
27.0,4.0,0.07,14.7,19.65,3,3,0
2.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
35.0,3.0,0.05,21.37,29.51,0,1,0
8.0,1.0,0.67,1.5,16.84,0,0,0
10.0,1.0,0.25,4.0,8.72,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
5.0,1.0,0.22,4.5,15.11,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.5,2.0,11.23,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
16.0,1.0,0.19,5.33,14.28,0,1,0
18.0,1.0,0.12,8.25,24.67,0,1,0
7.0,1.0,0.44,2.29,25.73,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
10.0,1.0,0.24,4.2,18.78,0,0,0
5.0,1.0,0.5,2.0,7.75,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
13.0,1.0,0.16,6.4,13.3,1,0,0
27.0,1.0,0.04,22.4,13.43,5,0,0
43.0,1.0,0.1,9.63,61.35,2,3,0
9.0,1.0,0.21,4.67,16.32,0,0,0
23.0,1.0,0.18,5.6,59.23,0,0,0
25.0,1.0,0.11,8.93,32.87,1,1,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.33,3.0,7.49,0,0,0
11.0,1.0,0.2,5.0,20.0,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
74.0,5.0,0.05,18.79,41.61,7,7,4
44.0,1.0,0.08,12.63,38.83,0,3,0
20.0,1.0,0.18,5.56,52.46,0,0,0
13.0,1.0,0.33,3.0,26.05,0,0,0
5.0,1.0,0.5,2.0,9.83,0,0,0
19.0,1.0,0.11,9.0,9.55,5,3,0
9.0,1.0,0.32,3.12,11.16,2,0,0
19.0,1.0,0.1,9.9,9.29,5,3,0
46.0,1.0,0.09,11.4,42.54,0,3,0
68.0,8.0,0.04,24.14,42.66,7,10,0
20.0,1.0,0.18,5.56,52.46,0,0,0
14.0,1.0,0.33,3.0,26.05,0,0,0
5.0,1.0,0.5,2.0,9.83,0,0,0
22.0,1.0,0.18,5.6,59.23,0,0,0
16.0,1.0,0.33,3.0,29.33,0,0,0
5.0,1.0,0.5,2.0,9.83,0,0,0
41.0,1.0,0.09,11.61,38.49,0,4,0
14.0,1.0,0.2,4.89,21.74,0,0,0
10.0,1.0,0.33,3.0,21.58,0,0,0
44.0,1.0,0.08,12.0,42.08,0,3,0
34.0,1.0,0.09,11.0,22.36,6,9,0
7.0,1.0,0.23,4.38,11.86,0,1,0
5.0,1.0,0.33,3.0,14.99,0,0,0
7.0,1.0,0.23,4.38,11.86,0,1,0
20.0,1.0,0.18,5.56,52.46,0,0,0
9.0,1.0,0.33,3.0,26.05,0,1,0
5.0,1.0,0.5,2.0,9.83,0,0,0
74.0,7.0,0.05,18.76,55.28,5,6,0
25.0,1.0,0.1,10.08,22.43,1,2,0
82.0,1.0,0.05,21.63,60.25,10,8,0
12.0,1.0,0.2,5.0,20.0,0,0,0
13.0,1.0,0.19,5.2,27.26,0,0,0
15.0,1.0,0.16,6.29,17.4,1,2,0
22.0,1.0,0.5,2.0,7.75,17,1,0
27.0,1.0,0.07,15.0,10.25,12,0,0
34.0,1.0,0.09,11.54,26.97,6,1,1
44.0,1.0,0.1,9.84,54.53,0,1,0
7.0,1.0,0.33,3.0,14.99,0,0,0
8.0,1.0,0.19,5.25,9.88,0,0,0
102.0,10.0,0.03,28.86,65.81,3,6,5
9.0,1.0,0.21,4.67,14.69,0,0,0
13.0,1.0,0.14,7.0,10.75,0,2,0
40.0,1.0,0.1,9.55,43.17,0,1,0
5.0,1.0,0.5,2.0,17.43,0,0,0
5.0,1.0,2.0,0.5,9.51,0,0,0
6.0,1.0,2.0,0.5,9.51,0,0,0
39.0,5.0,0.09,11.22,60.36,3,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
34.0,1.0,0.23,4.34,107.09,2,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
8.0,1.0,0.4,2.5,26.63,0,0,0
8.0,1.0,0.35,2.86,26.64,0,0,0
39.0,1.0,0.07,13.43,25.41,4,5,0
34.0,1.0,0.07,15.23,22.26,5,1,1
4.0,1.0,0.5,2.0,5.8,0,0,0
6.0,1.0,0.33,3.0,12.18,0,0,0
24.0,3.0,0.13,8.0,23.97,0,2,0
6.0,1.0,0.33,3.0,9.51,0,0,0
8.0,1.0,0.21,4.67,17.44,0,0,0
6.0,1.0,0.4,2.5,14.62,0,0,0
12.0,1.0,0.2,5.0,20.0,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
7.0,1.0,0.33,3.0,8.0,1,1,0
4.0,1.0,0.5,2.0,7.75,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
7.0,1.0,0.29,3.5,14.34,0,0,0
6.0,1.0,0.33,3.0,10.57,0,0,0
6.0,1.0,0.29,3.5,14.34,0,0,0
6.0,1.0,0.33,3.0,10.57,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.33,3.0,7.49,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
9.0,1.0,0.21,4.67,14.69,0,0,0
26.0,4.0,0.06,17.45,19.07,0,2,0
17.0,1.0,0.17,6.0,26.65,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
31.0,3.0,0.08,13.0,28.31,0,1,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.5,2.0,5.8,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
6.0,1.0,0.22,4.5,11.95,0,0,0
6.0,1.0,0.29,3.5,14.34,0,0,0
7.0,1.0,0.29,3.5,14.34,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
40.0,1.0,0.07,15.17,32.97,0,2,0
6.0,1.0,0.29,3.5,11.86,0,0,0
21.0,1.0,0.07,14.3,19.61,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
10.0,1.0,0.21,4.67,14.69,0,0,0
17.0,1.0,0.17,6.0,26.65,0,0,0
26.0,4.0,0.06,16.36,20.39,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
19.0,1.0,0.15,6.68,32.68,0,0,0
11.0,1.0,0.21,4.67,14.69,0,0,0
39.0,1.0,0.07,14.91,32.91,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
9.0,1.0,0.25,4.0,10.3,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
6.0,1.0,0.29,3.5,11.86,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
49.0,1.0,0.09,11.74,47.63,0,3,0
24.0,1.0,0.18,5.64,66.16,0,0,0
46.0,1.0,0.09,11.0,25.84,11,9,0
18.0,1.0,0.33,3.0,32.7,0,0,0
5.0,1.0,0.5,2.0,9.83,0,0,0
43.0,1.0,0.08,12.9,40.7,0,3,0
20.0,1.0,0.18,5.56,52.46,0,0,0
9.0,1.0,0.33,3.0,26.05,0,1,0
5.0,1.0,0.5,2.0,9.83,0,0,0
4.0,1.0,0.33,3.0,7.49,0,0,0
162.0,16.0,0.02,51.24,56.22,5,4,5
4.0,1.0,0.5,2.0,5.8,0,0,0
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
19.0,1.0,0.12,8.13,17.3,1,1,2
19.0,1.0,0.11,8.75,16.82,1,1,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.11,8.75,16.82,1,2,2
20.0,1.0,0.12,8.67,18.01,1,2,2
19.0,1.0,0.12,8.13,17.3,1,1,2
4.0,1.0,0.29,3.5,8.15,0,0,0
64.0,1.0,0.04,27.0,28.18,5,3,7
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
19.0,1.0,0.12,8.13,17.3,1,1,2
19.0,1.0,0.12,8.13,17.3,1,1,2
6.0,1.0,0.33,3.0,10.57,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
6.0,1.0,0.29,3.5,11.86,0,0,0
6.0,1.0,0.29,3.5,11.86,0,0,0
9.0,1.0,0.21,4.67,17.44,0,1,0
54.0,1.0,0.09,11.52,53.36,0,2,0
112.0,1.0,0.06,16.5,79.12,18,15,0
11.0,1.0,0.21,4.81,23.54,0,1,0
22.0,1.0,0.18,5.6,59.23,0,0,0
17.0,1.0,0.33,3.0,29.33,0,1,0
5.0,1.0,0.5,2.0,9.83,0,0,0
14.0,1.0,0.19,5.2,27.26,0,0,0
10.0,1.0,0.21,4.67,16.32,0,0,0
8.0,1.0,0.23,4.38,11.86,1,1,0
11.0,1.0,0.2,5.0,20.0,0,0,0
6.0,1.0,0.29,3.5,12.85,0,0,0
7.0,1.0,0.29,3.5,11.86,0,0,0
6.0,1.0,0.33,3.0,10.57,0,0,0
5.0,1.0,0.29,3.5,10.44,0,0,0
12.0,3.0,0.11,9.17,14.71,0,1,0
16.0,1.0,0.67,1.5,5.33,11,0,0
25.0,1.0,0.09,10.82,21.46,2,1,0
4.0,1.0,0.5,2.0,7.75,0,0,0
4.0,1.0,0.4,2.5,9.6,0,0,0
11.0,1.0,0.11,8.8,11.35,0,0,0
10.0,1.0,0.22,4.5,14.38,1,1,1
40.0,3.0,0.07,13.42,21.02,13,3,2
24.0,1.0,0.14,6.9,46.64,0,1,0
9.0,1.0,0.21,4.67,16.32,0,0,0
6.0,1.0,0.67,1.5,5.33,0,0,0
16.0,1.0,0.18,5.43,39.43,0,0,0
27.0,1.0,0.67,1.5,5.33,21,0,0
15.0,1.0,0.19,5.2,27.26,0,0,0
15.0,1.0,0.15,6.67,15.99,0,2,0
4.0,1.0,0.33,3.0,7.49,0,0,0
63.0,1.0,0.04,23.33,45.09,2,2,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.4,2.5,7.24,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
29.0,1.0,0.11,9.33,23.17,8,1,2
27.0,1.0,0.11,9.33,23.17,6,1,2
4.0,1.0,0.5,2.0,5.8,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
5.0,1.0,0.22,4.5,6.0,0,0,0
15.0,1.0,0.18,5.63,17.05,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
8.0,1.0,0.4,2.5,14.62,0,0,0
5.0,1.0,0.67,1.5,5.33,0,0,0
22.0,1.0,0.11,9.35,23.49,0,1,1
30.0,1.0,0.09,11.67,30.96,1,1,0
5.0,1.0,0.67,1.5,5.33,0,0,0
18.0,1.0,0.09,11.33,14.73,0,2,0
7.0,1.0,0.33,3.0,23.25,0,0,0
26.0,1.0,0.11,9.2,27.39,0,3,0
13.0,1.0,0.2,5.0,21.6,0,1,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.2,5.0,3.62,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
5.0,1.0,0.33,3.0,14.4,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
18.0,1.0,0.11,8.86,20.17,1,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
19.0,1.0,0.17,5.79,30.49,0,4,0
4.0,1.0,1.0,1.0,4.75,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
26.0,1.0,0.06,17.5,24.17,0,1,0
1.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
5.0,1.0,0.67,1.5,10.34,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,1.0,1.0,8.0,0,0,0
4.0,1.0,1.0,1.0,8.0,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
23.0,1.0,0.12,8.53,29.61,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
5.0,1.0,2.0,0.5,4.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,2.0,0.5,4.0,0,0,0
4.0,1.0,2.0,0.5,4.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
6.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
16.0,1.0,0.21,4.67,29.64,0,0,0
11.0,1.0,0.22,4.5,16.89,0,1,0
6.0,1.0,0.4,2.5,12.68,0,0,0
8.0,1.0,0.4,2.5,9.6,0,1,0
19.0,4.0,0.07,15.0,15.08,0,0,0
6.0,1.0,0.4,2.5,12.68,0,0,0
9.0,1.0,0.4,2.5,9.6,0,1,0
48.0,7.0,0.04,23.4,15.2,4,3,0
4.0,1.0,0.33,3.0,9.51,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
52.0,5.0,0.06,15.65,46.6,3,1,1
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
11.0,1.0,0.13,7.88,9.87,0,1,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
15.0,1.0,0.13,7.78,22.94,0,2,0
13.0,1.0,0.16,6.4,14.45,0,1,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
6.0,1.0,0.67,1.5,7.74,0,0,0
8.0,1.0,0.28,3.6,14.41,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.4,2.5,9.6,0,0,0
3.0,1.0,0.17,6.0,8.96,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.14,7.0,3.86,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.14,7.0,3.86,0,0,0
3.0,3.0,0.22,4.5,11.85,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
9.0,1.0,0.15,6.75,9.87,0,0,0
54.0,1.0,0.06,15.83,46.32,0,7,0
24.0,1.0,0.14,7.07,37.1,1,1,0
15.0,1.0,0.2,5.0,23.2,1,2,0
2.0,1.0,0.67,1.5,7.74,0,0,0
3.0,1.0,0.5,2.0,11.63,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
9.0,1.0,0.15,6.67,8.3,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
15.0,1.0,0.08,13.0,14.3,0,0,0
15.0,1.0,0.09,10.89,16.2,0,2,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.29,3.5,6.86,0,0,0
4.0,1.0,0.29,3.5,6.86,0,0,0
2.0,1.0,0.5,2.0,9.05,0,0,0
26.0,1.0,0.12,8.65,34.53,0,3,0
19.0,1.0,0.08,13.33,11.7,0,1,0
19.0,1.0,0.08,13.33,11.7,0,1,0
20.0,1.0,0.13,7.56,20.02,0,1,0
20.0,1.0,0.13,7.56,20.02,0,1,0
4.0,1.0,0.5,2.0,7.75,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
11.0,1.0,0.16,6.42,13.26,0,1,0
10.0,1.0,0.18,5.5,15.23,0,0,0
11.0,1.0,0.16,6.42,13.26,0,1,0
10.0,1.0,0.18,5.5,15.23,0,0,0
18.0,1.0,0.11,9.0,18.22,0,2,0
17.0,1.0,0.16,6.3,23.6,1,2,0
15.0,1.0,0.18,5.5,19.71,0,1,0
2.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
19.0,1.0,0.16,6.22,25.62,1,3,0
15.0,1.0,0.21,4.81,49.82,0,1,0
14.0,1.0,0.21,4.8,29.54,0,0,0
14.0,1.0,0.15,6.86,17.66,0,1,0
2.0,1.0,0.5,2.0,11.23,0,0,0
14.0,1.0,0.19,5.14,21.27,0,1,0
4.0,1.0,0.67,1.5,7.74,0,0,0
19.0,1.0,0.15,6.82,25.77,1,2,0
23.0,3.0,0.1,9.69,28.75,1,2,0
2.0,1.0,0.67,1.5,5.33,0,0,0
13.0,1.0,0.25,4.0,15.24,0,5,0
11.0,1.0,0.17,6.0,17.13,0,0,0
